cave,country,countryCode,county,id,latitude,locations,longitude,name,names,region,riggings,massifs,massif
Davis Cave,"United States, United States, Estados Unidos, Etats-Unis, Vereinigte Staaten von Amerika, Съединените Американски Щати (САЩ), Stati Uniti d'America, Estats Units d'Amèrica, Verenigde Staten van Amerika, United States",USA,Laclede County,90172,37.48207344,,-92.62256249,Davis Cave,Davis Cave,Missouri,,,
Dead Man's Cave,"United States, United States, Estados Unidos, Etats-Unis, Vereinigte Staaten von Amerika, Съединените Американски Щати (САЩ), Stati Uniti d'America, Estats Units d'Amèrica, Verenigde Staten van Amerika, United States",USA,Laclede County,90173,37.51333,,-92.61028,Dead Man's Cave,Dead Man's Cave,Missouri,,,
Devil's Den Cave,"United States, United States, Estados Unidos, Etats-Unis, Vereinigte Staaten von Amerika, Съединените Американски Щати (САЩ), Stati Uniti d'America, Estats Units d'Amèrica, Verenigde Staten van Amerika, United States",USA,Laclede County,90174,37.75714429,,-92.80039597,Devil's Den Cave,Devil's Den Cave,Missouri,,,
Dry Cave,"United States, United States, Estados Unidos, Etats-Unis, Vereinigte Staaten von Amerika, Съединените Американски Щати (САЩ), Stati Uniti d'America, Estats Units d'Amèrica, Verenigde Staten van Amerika, United States",USA,Laclede County,90175,37.514185,,-92.614918,Dry Cave,Dry Cave,Missouri,,,
Dupue Cave,"United States, United States, Estados Unidos, Etats-Unis, Vereinigte Staaten von Amerika, Съединените Американски Щати (САЩ), Stati Uniti d'America, Estats Units d'Amèrica, Verenigde Staten van Amerika, United States",USA,Laclede County,90176,37.546585,,-92.530332,Dupue Cave,Dupue Cave,Missouri,,,
Howell Cave,"United States, United States, Estados Unidos, Etats-Unis, Vereinigte Staaten von Amerika, Съединените Американски Щати (САЩ), Stati Uniti d'America, Estats Units d'Amèrica, Verenigde Staten van Amerika, United States",USA,Laclede County,90177,37.507377,,-92.600498,Howell Cave,Howell Cave,Missouri,,,
Little Cobb Creek Cave,"United States, United States, Estados Unidos, Etats-Unis, Vereinigte Staaten von Amerika, Съединените Американски Щати (САЩ), Stati Uniti d'America, Estats Units d'Amèrica, Verenigde Staten van Amerika, United States",USA,Laclede County,90178,37.5749603,,-92.46517092,Little Cobb Creek Cave,Little Cobb Creek Cave,Missouri,,,
Mary Lawson Cave,"United States, United States, Estados Unidos, Etats-Unis, Vereinigte Staaten von Amerika, Съединените Американски Щати (САЩ), Stati Uniti d'America, Estats Units d'Amèrica, Verenigde Staten van Amerika, United States",USA,Laclede County,90179,37.85968407,,-92.81918007,Mary Lawson Cave,Mary Lawson Cave,Missouri,,,
Mayfield Cave,"United States, United States, Estados Unidos, Etats-Unis, Vereinigte Staaten von Amerika, Съединените Американски Щати (САЩ), Stati Uniti d'America, Estats Units d'Amèrica, Verenigde Staten van Amerika, United States",USA,Laclede County,90180,37.51013362,,-92.40740595,Mayfield Cave,Mayfield Cave,Missouri,,,
Morehouse Caves,"United States, United States, Estados Unidos, Etats-Unis, Vereinigte Staaten von Amerika, Съединените Американски Щати (САЩ), Stati Uniti d'America, Estats Units d'Amèrica, Verenigde Staten van Amerika, United States",USA,Laclede County,90181,37.60624141,,-92.35618352,Morehouse Caves,Morehouse Caves,Missouri,,,
Panther Cave,"United States, United States, Estados Unidos, Etats-Unis, Vereinigte Staaten von Amerika, Съединените Американски Щати (САЩ), Stati Uniti d'America, Estats Units d'Amèrica, Verenigde Staten van Amerika, United States",USA,Laclede County,90182,37.575943,,-92.465315,Panther Cave,Panther Cave,Missouri,,,
Saltpeter Cave,"United States, United States, Estados Unidos, Etats-Unis, Vereinigte Staaten von Amerika, Съединените Американски Щати (САЩ), Stati Uniti d'America, Estats Units d'Amèrica, Verenigde Staten van Amerika, United States",USA,Laclede County,90183,37.562099,,-92.532177,Saltpeter Cave,Saltpeter Cave,Missouri,,,
Shamel Cave,"United States, United States, Estados Unidos, Etats-Unis, Vereinigte Staaten von Amerika, Съединените Американски Щати (САЩ), Stati Uniti d'America, Estats Units d'Amèrica, Verenigde Staten van Amerika, United States",USA,Laclede County,90184,37.50399906,,-92.40835893,Shamel Cave,Shamel Cave,Missouri,,,
Unnamed Cave #1,"United States, United States, Estados Unidos, Etats-Unis, Vereinigte Staaten von Amerika, Съединените Американски Щати (САЩ), Stati Uniti d'America, Estats Units d'Amèrica, Verenigde Staten van Amerika, United States",USA,Laclede County,90185,37.52018011,,-92.63422863,Unnamed Cave #1,Unnamed Cave #1,Missouri,,,
Unnamed Cave #2,"United States, United States, Estados Unidos, Etats-Unis, Vereinigte Staaten von Amerika, Съединените Американски Щати (САЩ), Stati Uniti d'America, Estats Units d'Amèrica, Verenigde Staten van Amerika, United States",USA,Laclede County,90186,37.52597012,,-92.62709597,Unnamed Cave #2,Unnamed Cave #2,Missouri,,,
Unnamed Cave #3,"United States, United States, Estados Unidos, Etats-Unis, Vereinigte Staaten von Amerika, Съединените Американски Щати (САЩ), Stati Uniti d'America, Estats Units d'Amèrica, Verenigde Staten van Amerika, United States",USA,Laclede County,90187,37.52375109,,-92.61097061,Unnamed Cave #3,Unnamed Cave #3,Missouri,,,
Unnamed Cave #4,"United States, United States, Estados Unidos, Etats-Unis, Vereinigte Staaten von Amerika, Съединените Американски Щати (САЩ), Stati Uniti d'America, Estats Units d'Amèrica, Verenigde Staten van Amerika, United States",USA,Laclede County,90188,37.53633855,,-92.60725243,Unnamed Cave #4,Unnamed Cave #4,Missouri,,,
Devil's Wash Pan Cave,"United States, United States, Estados Unidos, Etats-Unis, Vereinigte Staaten von Amerika, Съединените Американски Щати (САЩ), Stati Uniti d'America, Estats Units d'Amèrica, Verenigde Staten van Amerika, United States",USA,Lawrence County,90189,37.176937,,-93.735223,Devil's Wash Pan Cave,Devil's Wash Pan Cave,Missouri,,,
Turnback Cave,"United States, United States, Estados Unidos, Etats-Unis, Vereinigte Staaten von Amerika, Съединените Американски Щати (САЩ), Stati Uniti d'America, Estats Units d'Amèrica, Verenigde Staten van Amerika, United States",USA,Lawrence County,90190,37.260084,,-93.740072,Turnback Cave,Turnback Cave,Missouri,,,
Bob's Creek Cave,"United States, United States, Estados Unidos, Etats-Unis, Vereinigte Staaten von Amerika, Съединените Американски Щати (САЩ), Stati Uniti d'America, Estats Units d'Amèrica, Verenigde Staten van Amerika, United States",USA,Lincoln County,90191,38.96440879,,-90.77314076,Bob's Creek Cave,Bob's Creek Cave,Missouri,,,
Fern Cave,"United States, United States, Estados Unidos, Etats-Unis, Vereinigte Staaten von Amerika, Съединените Американски Щати (САЩ), Stati Uniti d'America, Estats Units d'Amèrica, Verenigde Staten van Amerika, United States",USA,Lincoln County,90192,39.04861,,-90.88167,Fern Cave,Fern Cave,Missouri,,,
Gentry Cave,"United States, United States, Estados Unidos, Etats-Unis, Vereinigte Staaten von Amerika, Съединените Американски Щати (САЩ), Stati Uniti d'America, Estats Units d'Amèrica, Verenigde Staten van Amerika, United States",USA,Lincoln County,90193,39.05389,,-90.83361,Gentry Cave,Gentry Cave,Missouri,,,
Boulware Cave,"United States, United States, Estados Unidos, Etats-Unis, Vereinigte Staaten von Amerika, Съединените Американски Щати (САЩ), Stati Uniti d'America, Estats Units d'Amèrica, Verenigde Staten van Amerika, United States",USA,Maries County,90194,38.018379,,-91.97947,Boulware Cave,Boulware Cave,Missouri,,,
Daniel Caves,"United States, United States, Estados Unidos, Etats-Unis, Vereinigte Staaten von Amerika, Съединените Американски Щати (САЩ), Stati Uniti d'America, Estats Units d'Amèrica, Verenigde Staten van Amerika, United States",USA,Maries County,90195,38.10056,,-91.81833,Daniel Caves,Daniel Caves,Missouri,,,
Hurricane Bluff Cave,"United States, United States, Estados Unidos, Etats-Unis, Vereinigte Staaten von Amerika, Съединените Американски Щати (САЩ), Stati Uniti d'America, Estats Units d'Amèrica, Verenigde Staten van Amerika, United States",USA,Maries County,90196,38.22583,,-91.83417,Hurricane Bluff Cave,Hurricane Bluff Cave,Missouri,,,
Indian Ford Cave,"United States, United States, Estados Unidos, Etats-Unis, Vereinigte Staaten von Amerika, Съединените Американски Щати (САЩ), Stati Uniti d'America, Estats Units d'Amèrica, Verenigde Staten van Amerika, United States",USA,Maries County,90197,38.18472,,-91.90806,Indian Ford Cave,Indian Ford Cave,Missouri,,,
James Brothers' Cave,"United States, United States, Estados Unidos, Etats-Unis, Vereinigte Staaten von Amerika, Съединените Американски Щати (САЩ), Stati Uniti d'America, Estats Units d'Amèrica, Verenigde Staten van Amerika, United States",USA,Maries County,90198,38.1764732,,-91.87647824,James Brothers' Cave,James Brothers' Cave,Missouri,,,
Lackaye's Bluff Cave,"United States, United States, Estados Unidos, Etats-Unis, Vereinigte Staaten von Amerika, Съединените Американски Щати (САЩ), Stati Uniti d'America, Estats Units d'Amèrica, Verenigde Staten van Amerika, United States",USA,Maries County,90199,38.23083,,-91.84194,Lackaye's Bluff Cave,Lackaye's Bluff Cave,Missouri,,,
McMinn Cave,"United States, United States, Estados Unidos, Etats-Unis, Vereinigte Staaten von Amerika, Съединените Американски Щати (САЩ), Stati Uniti d'America, Estats Units d'Amèrica, Verenigde Staten van Amerika, United States",USA,Maries County,90200,38.0825,,-91.89639,McMinn Cave,McMinn Cave,Missouri,,,
Natural Bridge Cave,"United States, United States, Estados Unidos, Etats-Unis, Vereinigte Staaten von Amerika, Съединените Американски Щати (САЩ), Stati Uniti d'America, Estats Units d'Amèrica, Verenigde Staten van Amerika, United States",USA,Maries County,90201,38.0366,,-91.975909,Natural Bridge Cave,Natural Bridge Cave,Missouri,,,
Ramsey Cave,"United States, United States, Estados Unidos, Etats-Unis, Vereinigte Staaten von Amerika, Съединените Американски Щати (САЩ), Stati Uniti d'America, Estats Units d'Amèrica, Verenigde Staten van Amerika, United States",USA,Phelps County,90202,38.01222,,-91.98889,Ramsey Cave,Ramsey Cave,Missouri,,,
Stratman Cave,"United States, United States, Estados Unidos, Etats-Unis, Vereinigte Staaten von Amerika, Съединените Американски Щати (САЩ), Stati Uniti d'America, Estats Units d'Amèrica, Verenigde Staten van Amerika, United States",USA,Maries County,90203,38.27111,,-91.85972,Stratman Cave,Stratman Cave,Missouri,,,
Cameron Cave New Entrance,"United States, United States, Estados Unidos, Etats-Unis, Vereinigte Staaten von Amerika, Съединените Американски Щати (САЩ), Stati Uniti d'America, Estats Units d'Amèrica, Verenigde Staten van Amerika, United States",USA,Marion County,90204,39.692136,,-91.332636,Cameron Cave New Entrance,Cameron Cave New Entrance,Missouri,,,
Cameron Cave Old Entrance,"United States, United States, Estados Unidos, Etats-Unis, Vereinigte Staaten von Amerika, Съединените Американски Щати (САЩ), Stati Uniti d'America, Estats Units d'Amèrica, Verenigde Staten van Amerika, United States",USA,Marion County,90205,39.692977,,-91.334285,Cameron Cave Old Entrance,Cameron Cave Old Entrance,Missouri,,,
Cave,"United States, United States, Estados Unidos, Etats-Unis, Vereinigte Staaten von Amerika, Съединените Американски Щати (САЩ), Stati Uniti d'America, Estats Units d'Amèrica, Verenigde Staten van Amerika, United States",USA,Marion County,90206,39.694981,,-91.333036,Cave,Cave,Missouri,,,
Mark Twain Cave New Entrance,"United States, United States, Estados Unidos, Etats-Unis, Vereinigte Staaten von Amerika, Съединените Американски Щати (САЩ), Stati Uniti d'America, Estats Units d'Amèrica, Verenigde Staten van Amerika, United States",USA,Marion County,90207,39.688824,,-91.331454,Mark Twain Cave New Entrance,Mark Twain Cave New Entrance,Missouri,,,
Cave Hollow Cave,"United States, United States, Estados Unidos, Etats-Unis, Vereinigte Staaten von Amerika, Съединените Американски Щати (САЩ), Stati Uniti d'America, Estats Units d'Amèrica, Verenigde Staten van Amerika, United States",USA,Oregon County,90259,36.591721,,-91.537528,Cave Hollow Cave,Cave Hollow Cave,Missouri,,,
Cave Spring,"United States, United States, Estados Unidos, Etats-Unis, Vereinigte Staaten von Amerika, Съединените Американски Щати (САЩ), Stati Uniti d'America, Estats Units d'Amèrica, Verenigde Staten van Amerika, United States",USA,Oregon County,90260,36.777908,,-91.487703,Cave Spring,Cave Spring,Missouri,,,
